symbol,company,anex,acqName,date,pid,tkdAcqm,buyValue,sellValue,buyQuantity,sellquantity,secType,secAcq,did,tdpTransactionType,tdpDerivativeContractType,xbrl,personCategory,befAcqSharesNo,befAcqSharesPer,secVal,securitiesTypePost,afterAcqSharesNo,afterAcqSharesPer,acqfromDt,acqtoDt,intimDt,acqMode,derivativeType,exchange,remarks
CLEDUCATE,CL Educate Limited,7(2),Satya Narayanan R,26-Sep-2020 11:32,1080698,,0,0,0,0,Equity Shares,2424,309014,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080698_322217_26092020113243_WEB.xml,Promoters,2413320,17.04,169680,Equity Shares,2415744,17.05,25-Sep-2020,25-Sep-2020,25-Sep-2020,Market Purchase,-,NSE,-
TEJASNET,Tejas Networks Limited,7(2),KUMAR N SIVARAJAN,25-Sep-2020 23:54,1080696,,0,0,0,0,Equity Shares,105652,309012,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080696_322202_25092020115403_WEB.xml,Employees/Designated Employees,1641880,1.78,6867380,Equity Shares,1747532,1.89,24-Sep-2020,24-Sep-2020,24-Sep-2020,ESOP,-,NA,-
TEJASNET,Tejas Networks Limited,7(2),Venkatesh Gadiyar,25-Sep-2020 23:54,1080696,,0,0,0,0,Equity Shares,72801,309011,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080696_322202_25092020115403_WEB.xml,Key Managerial Personnel,195875,0.21,4618585,Equity Shares,268676,0.29,24-Sep-2020,24-Sep-2020,24-Sep-2020,ESOP,-,NA,-
HFCL,HFCL Limited,7(2),MN VENTURES PRIVATE LIMITED,25-Sep-2020 23:52,1080694,,0,0,0,0,Equity Shares,1350000,309008,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080694_322199_25092020115207_WEB.xml,Promoters,253340000,19.72,20200000,Equity Shares,254690000,19.83,25-Sep-2020,25-Sep-2020,25-Sep-2020,Market Purchase,-,NSE,-
GLOBUSSPR,Globus Spirits Limited,7(2),Samar Voyager LLP,25-Sep-2020 23:17,1080692,,0,0,0,0,Equity Shares,20237,309006,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080692_322187_25092020111757_WEB.xml,Immediate relative,336407,1.17,5799924,Equity Shares,356644,1.24,23-Sep-2020,23-Sep-2020,24-Sep-2020,Market Purchase,-,NSE,-
GODREJAGRO,Godrej Agrovet Limited,7(2),Ms. Lana Godrej,25-Sep-2020 22:49,1080690,,0,0,0,0,Equity Shares,138000,309004,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1080690_322181_25092020104925_WEB.xml,Promoter Group,350000,0.18,68172000,Equity Shares,212000,0.11,25-Sep-2020,25-Sep-2020,25-Sep-2020,Market Sale,-,BSE,-
GODREJAGRO,Godrej Agrovet Limited,7(2),PG Family Trust,25-Sep-2020 22:49,1080690,,0,0,0,0,Equity Shares,138000,309003,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080690_322181_25092020104925_WEB.xml,Promoter Group,383018,0.2,68172000,Equity Shares,521018,0.27,25-Sep-2020,25-Sep-2020,25-Sep-2020,Market Purchase,-,BSE,-
IBULHSGFIN,Indiabulls Housing Finance Limited,7(2),Indiabulls Housing Finance Limited ? Employees Welfare Trust,25-Sep-2020 22:24,1080689,,0,0,0,0,Equity Shares,4700000,309001,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080689_322173_25092020102432_WEB.xml,Other,11400000,2.47,734210531,Equity Shares,16100000,3.48,21-Sep-2020,22-Sep-2020,23-Sep-2020,Market Purchase,-,NSE,-
IBULHSGFIN,Indiabulls Housing Finance Limited,7(2),Indiabulls Housing Finance Limited ? Employees Welfare Trust,25-Sep-2020 22:24,1080689,,0,0,0,0,Equity Shares,900000,309002,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080689_322173_25092020102432_WEB.xml,Other,16100000,3.48,135373038,Equity Shares,17000000,3.68,23-Sep-2020,24-Sep-2020,25-Sep-2020,Market Purchase,-,NSE,-
ADFFOODS,ADF Foods Limited,7(2),Priyanka Bhavesh Thakkar,25-Sep-2020 21:48,1080687,,0,0,0,0,Equity Shares,4000,308998,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1080687_322156_25092020094806_WEB.xml,Promoters,135000,0.67,1672140,Equity Shares,131000,0.65,22-Sep-2020,22-Sep-2020,25-Sep-2020,Market Sale,-,NSE,-
IIFLWAM,Iifl Wealth Management Limited,7(2),SAIF HASAN,25-Sep-2020 21:44,1080686,,0,0,0,0,Equity Shares,2000,308996,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1080686_322153_25092020094440_WEB.xml,Employees/Designated Employees,7071,0.01,1988261,Equity Shares,5071,0.01,24-Sep-2020,24-Sep-2020,25-Sep-2020,Market Sale,-,NSE,-
IIFLWAM,Iifl Wealth Management Limited,7(2),VAIBHAV DUNGARSINGH PORWAL,25-Sep-2020 21:44,1080686,,0,0,0,0,Equity Shares,10000,308997,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1080686_322153_25092020094440_WEB.xml,Employees/Designated Employees,143165,0.16,9945358,Equity Shares,133165,0.15,24-Sep-2020,24-Sep-2020,24-Sep-2020,Market Sale,-,NSE,-
IIFLWAM,Iifl Wealth Management Limited,7(2),PAWAN RAMKISHORE MUNDHRA,25-Sep-2020 21:44,1080686,,0,0,0,0,Equity Shares,5000,308995,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1080686_322153_25092020094440_WEB.xml,Employees/Designated Employees,47185,0.05,5050000,Equity Shares,42185,0.05,24-Sep-2020,24-Sep-2020,25-Sep-2020,Market Sale,-,NSE,-
SHARDAMOTR,Sharda Motor Industries Limited,7(2),AJAY RELAN HUF,25-Sep-2020 21:33,1080683,,0,0,0,0,Equity Shares,19200,308989,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1080683_322143_25092020093308_WEB.xml,Promoter Group,19200,0.32,0,Equity Shares,Nil,0,24-Sep-2020,24-Sep-2020,25-Sep-2020,Inter-se-Transfer,-,NA,-
SHARDAMOTR,Sharda Motor Industries Limited,7(2),Ajay Relan,25-Sep-2020 21:33,1080683,,0,0,0,0,Equity Shares,19200,308990,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080683_322143_25092020093308_WEB.xml,Promoters,1927219,32.41,0,Equity Shares,1946419,32.73,24-Sep-2020,24-Sep-2020,25-Sep-2020,Inter-se-Transfer,-,NA,-
MPHASIS,MphasiS Limited,7(2),Kathryn Airth Terry,25-Sep-2020 21:23,1080681,,0,0,0,0,Equity Shares,3177,308986,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1080681_322139_25092020092316_WEB.xml,Employees/Designated Employees,3177,0,4416252,Equity Shares,Nil,0,21-Sep-2020,21-Sep-2020,23-Sep-2020,Market Sale,-,NSE,-
MPHASIS,MphasiS Limited,7(2),Kathryn Airth Terry,25-Sep-2020 21:23,1080681,,0,0,0,0,Equity Shares,1,308985,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1080681_322139_25092020092316_WEB.xml,Employees/Designated Employees,3178,0,1188,Equity Shares,3177,0,14-Sep-2020,14-Sep-2020,23-Sep-2020,Market Sale,-,NSE,-
GODFRYPHLP,Godfrey Phillips India Limited,7(2),K K Modi Investment And Financial Services Private Limited,25-Sep-2020 21:12,1080679,,0,0,0,0,Equity Shares,26190,308982,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080679_322133_25092020091229_WEB.xml,Promoter Group,15199634,29.23,23788538,Equity Shares,15225824,29.28,22-Sep-2020,24-Sep-2020,24-Sep-2020,Market Purchase,-,NSE,-
GODFRYPHLP,Godfrey Phillips India Limited,7(2),K K Modi Investment And Financial Services Private Limited,25-Sep-2020 21:12,1080679,,0,0,0,0,Equity Shares,2974,308981,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080679_322133_25092020091229_WEB.xml,Promoter Group,15196660,29.23,2701022,Equity Shares,15199634,29.23,22-Sep-2020,24-Sep-2020,24-Sep-2020,Market Purchase,-,BSE,-
DRREDDY,Dr. Reddy's Laboratories Limited,7(2),Bhethanabottla S Phanimitra,25-Sep-2020 21:06,1080677,,0,0,0,0,Equity Shares,659,308958,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080677_322128_25092020090616_WEB.xml,Employees/Designated Employees,1131,0,2912833,Equity Shares,1790,0,23-Sep-2020,23-Sep-2020,25-Sep-2020,ESOP,-,NA,-
DRREDDY,Dr. Reddy's Laboratories Limited,7(2),Vanessa Brill,25-Sep-2020 21:06,1080677,,0,0,0,0,Equity Shares,1524,308978,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080677_322128_25092020090616_WEB.xml,Employees/Designated Employees,703,0,6570756,Equity Shares,2227,0,23-Sep-2020,23-Sep-2020,24-Sep-2020,ESOP,-,NA,-
DRREDDY,Dr. Reddy's Laboratories Limited,7(2),Patricia Wetzel,25-Sep-2020 21:06,1080677,,0,0,0,0,Equity Shares,399,308977,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080677_322128_25092020090616_WEB.xml,Employees/Designated Employees,279,0,1757136,Equity Shares,678,0,23-Sep-2020,23-Sep-2020,24-Sep-2020,ESOP,-,NA,-
DRREDDY,Dr. Reddy's Laboratories Limited,7(2),Subba Reddy Inta,25-Sep-2020 21:06,1080677,,0,0,0,0,Equity Shares,658,308976,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080677_322128_25092020090616_WEB.xml,Employees/Designated Employees,Nil,0,3446393,Equity Shares,658,0,23-Sep-2020,23-Sep-2020,25-Sep-2020,ESOP,-,NA,-
DRREDDY,Dr. Reddy's Laboratories Limited,7(2),Shobha Chagam,25-Sep-2020 21:06,1080677,,0,0,0,0,Equity Shares,321,308975,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080677_322128_25092020090616_WEB.xml,Employees/Designated Employees,1456,0,1452284,Equity Shares,1777,0,23-Sep-2020,23-Sep-2020,23-Sep-2020,ESOP,-,NA,-
DRREDDY,Dr. Reddy's Laboratories Limited,7(2),John Roosenberg II,25-Sep-2020 21:06,1080677,,0,0,0,0,Equity Shares,256,308974,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080677_322128_25092020090616_WEB.xml,Employees/Designated Employees,Nil,0,1141466,Equity Shares,256,0,23-Sep-2020,23-Sep-2020,23-Sep-2020,ESOP,-,NA,-
DRREDDY,Dr. Reddy's Laboratories Limited,7(2),Kimberly Mills,25-Sep-2020 21:06,1080677,,0,0,0,0,Equity Shares,285,308973,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080677_322128_25092020090616_WEB.xml,Employees/Designated Employees,Nil,0,1289411,Equity Shares,285,0,23-Sep-2020,23-Sep-2020,23-Sep-2020,ESOP,-,NA,-
DRREDDY,Dr. Reddy's Laboratories Limited,7(2),Joanne Gemo,25-Sep-2020 21:06,1080677,,0,0,0,0,Equity Shares,277,308972,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080677_322128_25092020090616_WEB.xml,Employees/Designated Employees,889,0,1215941,Equity Shares,1166,0,23-Sep-2020,23-Sep-2020,24-Sep-2020,ESOP,-,NA,-
DRREDDY,Dr. Reddy's Laboratories Limited,7(2),Harindranath Nagaradona,25-Sep-2020 21:06,1080677,,0,0,0,0,Equity Shares,483,308971,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080677_322128_25092020090616_WEB.xml,Employees/Designated Employees,2767,0,2212985,Equity Shares,3250,0,23-Sep-2020,23-Sep-2020,23-Sep-2020,ESOP,-,NA,-
DRREDDY,Dr. Reddy's Laboratories Limited,7(2),C Swaminathan,25-Sep-2020 21:06,1080677,,0,0,0,0,Equity Shares,1250,308970,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080677_322128_25092020090616_WEB.xml,Employees/Designated Employees,1785,0,5504813,Equity Shares,3035,0,23-Sep-2020,23-Sep-2020,23-Sep-2020,ESOP,-,NA,-
DRREDDY,Dr. Reddy's Laboratories Limited,7(2),Mallikarjun Prasad Rao Akula,25-Sep-2020 21:06,1080677,,0,0,0,0,Equity Shares,283,308956,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080677_322128_25092020090616_WEB.xml,Employees/Designated Employees,200,0,1264118,Equity Shares,483,0,23-Sep-2020,23-Sep-2020,23-Sep-2020,ESOP,-,NA,-
DRREDDY,Dr. Reddy's Laboratories Limited,7(2),Ajay Sudhakar Naigaonkar,25-Sep-2020 21:06,1080677,,0,0,0,0,Equity Shares,235,308957,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080677_322128_25092020090616_WEB.xml,Employees/Designated Employees,400,0,1047830,Equity Shares,635,0,23-Sep-2020,23-Sep-2020,25-Sep-2020,ESOP,-,NA,-
DRREDDY,Dr. Reddy's Laboratories Limited,7(2),Bijaygopal Chakrabarti,25-Sep-2020 21:06,1080677,,0,0,0,0,Equity Shares,1710,308959,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080677_322128_25092020090616_WEB.xml,Employees/Designated Employees,Nil,0,7493220,Equity Shares,1710,0,23-Sep-2020,23-Sep-2020,25-Sep-2020,ESOP,-,NA,-
DRREDDY,Dr. Reddy's Laboratories Limited,7(2),Kalyanaraman L,25-Sep-2020 21:06,1080677,,0,0,0,0,Equity Shares,241,308960,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080677_322128_25092020090616_WEB.xml,Employees/Designated Employees,1935,0,1074583,Equity Shares,2176,0,23-Sep-2020,23-Sep-2020,24-Sep-2020,ESOP,-,NA,-
DRREDDY,Dr. Reddy's Laboratories Limited,7(2),Maneesh R Gandhi,25-Sep-2020 21:06,1080677,,0,0,0,0,Equity Shares,541,308961,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080677_322128_25092020090616_WEB.xml,Employees/Designated Employees,Nil,0,2384133,Equity Shares,541,0,23-Sep-2020,23-Sep-2020,23-Sep-2020,ESOP,-,NA,-
DRREDDY,Dr. Reddy's Laboratories Limited,7(2),Mukesh Rathi,25-Sep-2020 21:06,1080677,,0,0,0,0,Equity Shares,864,308962,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080677_322128_25092020090616_WEB.xml,Employees/Designated Employees,3725,0,3779395,Equity Shares,4589,0,23-Sep-2020,23-Sep-2020,24-Sep-2020,ESOP,-,NA,-
DRREDDY,Dr. Reddy's Laboratories Limited,7(2),Rajeev Rehani Budhdev,25-Sep-2020 21:06,1080677,,0,0,0,0,Equity Shares,290,308963,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080677_322128_25092020090616_WEB.xml,Employees/Designated Employees,Nil,0,1274225,Equity Shares,290,0,23-Sep-2020,23-Sep-2020,24-Sep-2020,ESOP,-,NA,-
DRREDDY,Dr. Reddy's Laboratories Limited,7(2),S Sri Rama Murthy,25-Sep-2020 21:06,1080677,,0,0,0,0,Equity Shares,238,308964,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080677_322128_25092020090616_WEB.xml,Employees/Designated Employees,2337,0,1045755,Equity Shares,2575,0,23-Sep-2020,23-Sep-2020,24-Sep-2020,ESOP,-,NA,-
DRREDDY,Dr. Reddy's Laboratories Limited,7(2),Sandeep Poddar,25-Sep-2020 21:06,1080677,,0,0,0,0,Equity Shares,69,308965,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1080677_322128_25092020090616_WEB.xml,Employees/Designated Employees,2414,0,296900,Equity Shares,2345,0,01-Sep-2020,01-Sep-2020,24-Sep-2020,Market Sale,-,NSE,-
DRREDDY,Dr. Reddy's Laboratories Limited,7(2),Sandeep Poddar,25-Sep-2020 21:06,1080677,,0,0,0,0,Equity Shares,50,308966,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1080677_322128_25092020090616_WEB.xml,Employees/Designated Employees,2345,0,238500,Equity Shares,2295,0,17-Sep-2020,17-Sep-2020,24-Sep-2020,Market Sale,-,NSE,-
DRREDDY,Dr. Reddy's Laboratories Limited,7(2),Sandeep Poddar,25-Sep-2020 21:06,1080677,,0,0,0,0,Equity Shares,50,308967,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1080677_322128_25092020090616_WEB.xml,Employees/Designated Employees,2295,0,256250,Equity Shares,2245,0,18-Sep-2020,18-Sep-2020,24-Sep-2020,Market Sale,-,NSE,-
DRREDDY,Dr. Reddy's Laboratories Limited,7(2),Sandeep Poddar,25-Sep-2020 21:06,1080677,,0,0,0,0,Equity Shares,203,308968,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080677_322128_25092020090616_WEB.xml,Employees/Designated Employees,2245,0,899875,Equity Shares,2448,0,23-Sep-2020,23-Sep-2020,24-Sep-2020,ESOP,-,NA,-
DRREDDY,Dr. Reddy's Laboratories Limited,7(2),Anil Namboodiripad,25-Sep-2020 21:06,1080677,,0,0,0,0,Equity Shares,1350,308969,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080677_322128_25092020090616_WEB.xml,Employees/Designated Employees,14140,0.01,6107738,Equity Shares,15490,0.01,23-Sep-2020,23-Sep-2020,25-Sep-2020,ESOP,-,NA,-
VMART,V-Mart Retail Limited,7(2),RAMESH AGARWAL,25-Sep-2020 21:05,1080675,,0,0,0,0,Equity Shares,700,308932,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1080675_322125_25092020090517_WEB.xml,Employees/Designated Employees,3138,0.02,1485556,Equity Shares,2438,0.01,15-Sep-2020,15-Sep-2020,24-Sep-2020,Market Sale,-,NSE,-
GODFRYPHLP,Godfrey Phillips India Limited,7(2),HMA Udyog Private Limited,25-Sep-2020 20:55,1080672,,0,0,0,0,Equity Shares,2500,308907,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080672_322122_25092020085528_WEB.xml,Promoter Group,68000,0.13,2237500,Equity Shares,70500,0.14,22-Sep-2020,22-Sep-2020,24-Sep-2020,Market Purchase,-,NSE,-
SHANKARA,Shankara Building Products Limited,7(2),SUKUMAR SRINIVAS,25-Sep-2020 20:52,1080671,,0,0,0,0,Equity Shares,1000,308906,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080671_322120_25092020085254_WEB.xml,Promoters,12569287,55,326311,Equity Shares,12570287,55.01,24-Sep-2020,24-Sep-2020,25-Sep-2020,Market Purchase,-,NSE,-
MINDTREE,MindTree Limited,7(2),Siddarth Krishna Kumar,25-Sep-2020 20:45,1080668,,0,0,0,0,Equity Shares,18000,308902,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1080668_322115_25092020084508_WEB.xml,Promoter Group,178619,0.11,23513372,Equity Shares,160619,0.1,22-Sep-2020,23-Sep-2020,24-Sep-2020,Market Sale,-,NSE,-
MINDTREE,MindTree Limited,7(2),Siddarth Krishna Kumar,25-Sep-2020 20:45,1080668,,0,0,0,0,Equity Shares,1500,308903,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1080668_322115_25092020084508_WEB.xml,Promoter Group,160619,0.1,1951500,Equity Shares,159119,0.1,23-Sep-2020,23-Sep-2020,24-Sep-2020,Market Sale,-,BSE,-
DHANI,Dhani Services Limited,7(2),Indiabulls Ventures Limited Employees Welfare Trust,25-Sep-2020 20:34,1080666,,0,0,0,0,Equity Shares,5868754,308899,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080666_322111_25092020083400_WEB.xml,Other,11542138,2,1260818698,Equity Shares,17410892,3.02,21-Sep-2020,25-Sep-2020,25-Sep-2020,Market Purchase,-,NSE,-
MINDTREE,MindTree Limited,7(2),Siddarth Krishna Kumar,25-Sep-2020 20:25,1080664,,0,0,0,0,Equity Shares,1500,308895,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1080664_322104_25092020082520_WEB.xml,Promoter Group,189119,0.11,1930500,Equity Shares,187619,0.11,18-Sep-2020,18-Sep-2020,22-Sep-2020,Market Sale,-,NSE,-
MINDTREE,MindTree Limited,7(2),Siddarth Krishna Kumar,25-Sep-2020 20:25,1080664,,0,0,0,0,Equity Shares,10000,308896,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1080664_322104_25092020082520_WEB.xml,Promoter Group,187619,0.11,13145000,Equity Shares,177619,0.11,21-Sep-2020,21-Sep-2020,22-Sep-2020,Market Sale,-,BSE,-
MINDTREE,MindTree Limited,7(2),Siddarth Krishna Kumar,25-Sep-2020 20:25,1080664,,0,0,0,0,Equity Shares,1000,308897,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080664_322104_25092020082520_WEB.xml,Promoter Group,177619,0.11,1305197,Equity Shares,178619,0.11,21-Sep-2020,21-Sep-2020,22-Sep-2020,Market Purchase,-,BSE,-
SPANDANA,Spandana Sphoorty Financial Limited,7(2),Padmaja Gangireddy,25-Sep-2020 20:05,1080662,,0,0,0,0,Equity Shares,20000,308891,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080662_322097_25092020080502_WEB.xml,Promoters,10265953,15.96,10975200,Equity Shares,10285953,15.99,23-Sep-2020,23-Sep-2020,24-Sep-2020,Market Purchase,-,BSE,-
RELIANCE,Reliance Industries Limited,7(2),Kamal P. Nanavaty,25-Sep-2020 20:04,1080661,,0,0,0,0,Equity Shares,4300,308890,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080661_322095_25092020080445_WEB.xml,Other,5694,0,10006616,Equity Shares,9994,0,21-Sep-2020,21-Sep-2020,23-Sep-2020,Market Purchase,-,NSE,-
RELIANCE,Reliance Industries Limited,7(2),Bibhas Kumar Gangopadhyay,25-Sep-2020 20:04,1080661,,0,0,0,0,Equity Shares,5000,308885,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1080661_322095_25092020080445_WEB.xml,Other,10000,0,11255000,Equity Shares,5000,0,23-Sep-2020,23-Sep-2020,23-Sep-2020,Market Sale,-,NSE,-
RELIANCE,Reliance Industries Limited,7(2),Aparna Sethuraman,25-Sep-2020 20:04,1080661,,0,0,0,0,Equity Shares,5000,308886,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1080661_322095_25092020080445_WEB.xml,Immediate relative,43000,0,11131190,Equity Shares,38000,0,22-Sep-2020,22-Sep-2020,23-Sep-2020,Market Sale,-,BSE,-
RELIANCE,Reliance Industries Limited,7(2),Aparna Sethuraman,25-Sep-2020 20:04,1080661,,0,0,0,0,Equity Shares,2500,308887,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1080661_322095_25092020080445_WEB.xml,Immediate relative,38000,0,5627462,Equity Shares,35500,0,23-Sep-2020,23-Sep-2020,24-Sep-2020,Market Sale,-,BSE,-
RELIANCE,Reliance Industries Limited,7(2),Anuradha Sethuraman,25-Sep-2020 20:04,1080661,,0,0,0,0,Equity Shares,5000,308888,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1080661_322095_25092020080445_WEB.xml,Immediate relative,130000,0,11131190,Equity Shares,125000,0,23-Sep-2020,23-Sep-2020,24-Sep-2020,Market Sale,-,BSE,-
RELIANCE,Reliance Industries Limited,7(2),Anuradha Sethuraman,25-Sep-2020 20:04,1080661,,0,0,0,0,Equity Shares,2500,308889,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1080661_322095_25092020080445_WEB.xml,Immediate relative,125000,0,5627462,Equity Shares,122500,0,24-Sep-2020,24-Sep-2020,24-Sep-2020,Market Sale,-,BSE,-
DALBHARAT,Dalmia Bharat Limited,7(2),Pankaj Rastogi,25-Sep-2020 19:48,1080658,,0,0,0,0,Equity Shares,6926,308877,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1080658_322083_25092020074827_WEB.xml,Employees/Designated Employees,21000,0.01,5150000,Equity Shares,14074,0.01,23-Sep-2020,25-Sep-2020,25-Sep-2020,Market Sale,-,NSE,-
ICICIBANK,ICICI Bank Limited,7(2),Anindya Banerjee,25-Sep-2020 19:34,1080656,,0,0,0,0,Equity Shares,11500,308875,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080656_322073_25092020073436_WEB.xml,Employees/Designated Employees,191000,0,2314375,Equity Shares,202500,0,23-Sep-2020,23-Sep-2020,25-Sep-2020,ESOP,-,NA,-
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,7(2),Arun Alagappan,25-Sep-2020 19:33,1080655,,0,0,0,0,Convertible Debenture,20,308874,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080655_322070_25092020073347_WEB.xml,Director,Nil,0,10631000,Convertible Debenture,20,0.08,23-Sep-2020,23-Sep-2020,24-Sep-2020,Market Purchase,-,NSE,-
GENESYS,Genesys International Corporation Limited,7(2),GANAPATHY VISHWANATHAN,25-Sep-2020 19:32,1080654,,0,0,0,0,Equity Shares,10334,308873,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080654_322066_25092020073229_WEB.xml,Director,1831972,5.88,604457,Equity Shares,1842306,5.92,22-Sep-2020,23-Sep-2020,24-Sep-2020,Market Purchase,-,NSE,-
NDRAUTO,Ndr Auto Components Limited,7(2),AJAY RELAN HUF,25-Sep-2020 19:20,1080651,,0,0,0,0,Equity Shares,19200,308869,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1080651_322063_25092020072005_WEB.xml,Promoter Group,19200,0.32,0,Equity Shares,Nil,0,24-Sep-2020,24-Sep-2020,25-Sep-2020,Inter-se-Transfer,-,NA,-
NDRAUTO,Ndr Auto Components Limited,7(2),AJAY RELAN,25-Sep-2020 19:20,1080651,,0,0,0,0,Equity Shares,19200,308870,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080651_322063_25092020072005_WEB.xml,Promoters,2231659,37.53,0,Equity Shares,2250859,37.85,24-Sep-2020,24-Sep-2020,25-Sep-2020,Inter-se-Transfer,-,NA,-
MFSL,Max Financial Services Limited,7(2),MAX VENTURES INVESTMENT HOLDINGS PRIVATE LIMITED,25-Sep-2020 19:16,1080650,,0,0,0,0,Equity Shares,500000,308867,Pledge Revoke,-,https://archives.nseindia.com/corporate/xbrl/IT_1080650_322058_25092020071607_WEB.xml,Promoters,65816275,24.41,294150000,Equity Shares,65816275,24.41,23-Sep-2020,23-Sep-2020,25-Sep-2020,Revokation of Pledge,-,NA,-
MFSL,Max Financial Services Limited,7(2),MAX VENTURES INVESTMENT HOLDINGS PRIVATE LIMITED,25-Sep-2020 19:16,1080650,,0,0,0,0,Equity Shares,400000,308866,Pledge Revoke,-,https://archives.nseindia.com/corporate/xbrl/IT_1080650_322058_25092020071607_WEB.xml,Promoters,65816275,24.41,231920000,Equity Shares,65816275,24.41,24-Sep-2020,24-Sep-2020,25-Sep-2020,Revokation of Pledge,-,NA,-
MFSL,Max Financial Services Limited,7(2),MAX VENTURES INVESTMENT HOLDINGS PRIVATE LIMITED,25-Sep-2020 19:16,1080650,,0,0,0,0,Equity Shares,7436874,308868,Pledge Revoke,-,https://archives.nseindia.com/corporate/xbrl/IT_1080650_322058_25092020071607_WEB.xml,Promoters,65816275,24.41,4419362375,Equity Shares,65816275,24.41,25-Sep-2020,25-Sep-2020,25-Sep-2020,Revokation of Pledge,-,NA,-
BIOCON,Biocon Limited,7(2),Hari Prasad V K,25-Sep-2020 19:15,1080648,,0,0,0,0,Equity Shares,1200,308862,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1080648_322056_25092020071524_WEB.xml,Employees/Designated Employees,17800,0,497916,Equity Shares,19000,0,24-Sep-2020,24-Sep-2020,24-Sep-2020,ESOP,-,NA,-
