,comName,shp,totIssuedShares,totPromoterHolding,percPromoterHolding,totPublicHolding,totPromoterShares,percPromoterShares,percTotShares,disclosureFromDate,numSharesPledged,totDematShares,sharesCollateral,nbfcPromoShare,nbfcNonPromoShare,percSharesPledged,broadcastDt,disclosureToDate,compBroadcastDate
144,Mayur Uniquoters Ltd,30-Sep-2020,45327600,27867239,    61.48,17460361,,,,,829261,44615386,0,0,0,1.86,23-Nov-2020 11:30:30,,
145,Rossell India Limited,30-Sep-2020,36696475,27490233,    74.91,9206242,0,     0.00,     0.00,,145000,36308302,0,0,0,0.4,23-Nov-2020 11:30:30,,
146,Ducon Infratechnologies Limited,30-Sep-2020,104675117,58442569,    55.83,46232548,0,     0.00,     0.00,,974151,104379927,0,0,0,0.93,23-Nov-2020 11:30:30,,27-06-2019
147,Sundaram Clayton Limited,30-Sep-2020,20232085,15174060,    75.00,5058025,0,     0.00,     0.00,,110792,20125474,0,0,0,0.55,23-Nov-2020 11:30:30,,
148,Zuari Agro Chemicals Limited,30-Sep-2020,42058006,27356419,    65.04,14701587,7871767,    28.77,    18.72,,5846769,41825951,0,0,0,13.98,23-Nov-2020 11:30:30,30-Sep-2020,31-10-2014
149,Tara Jewels Limited,31-Mar-2019,24622850,2293618,     9.31,22329232,2243800,    97.83,     9.11,,2409401,24426076,0,0,0,9.86,23-Nov-2020 11:30:30,,27-03-2017
150,CARE Ratings Limited,30-Sep-2020,29461214,0,     0.00,29461214,0,,     0.00,,1265615,29460913,0,0,0,4.3,23-Nov-2020 11:30:30,,
151,PC Jeweller Limited,30-Sep-2020,395073896,183470096,    46.44,211603800,0,     0.00,     0.00,,16348140,395072960,0,0,0,4.14,23-Nov-2020 11:30:30,,31-03-2017
152,Bharti Infratel Limited,30-Sep-2020,1849608246,989851353,    53.52,859756893,0,     0.00,     0.00,,2006461,1849607051,0,0,0,0.11,23-Nov-2020 11:30:30,,
153,8K Miles Software Services Limited,30-Sep-2020,30517605,11646703,    38.16,18870902,1650000,    14.17,     5.41,,842604,30517431,0,0,0,2.76,23-Nov-2020 11:30:30,,24-02-2017
154,Sanco Industries Limited,30-Sep-2020,10284000,4061361,    39.49,6222639,0,     0.00,     0.00,,787286,10283999,0,0,0,7.66,23-Nov-2020 11:30:30,,24-03-2017
155,Castrol India Limited,30-Sep-2020,989122384,504452416,    51.00,484669968,0,     0.00,     0.00,,13988384,979962128,0,0,0,1.43,23-Nov-2020 11:30:30,,
156,Arcotech Limited,30-Sep-2020,105000000,41960144,    39.96,63039856,19154794,    45.65,    18.24,,20296606,103660920,0,0,0,19.58,23-Nov-2020 11:30:30,,29-06-2018
157,Butterfly Gandhimathi Appliances Limited,30-Sep-2020,17879551,11581272,    64.77,6298279,0,     0.00,     0.00,,246029,17205916,0,0,0,1.43,23-Nov-2020 11:30:30,,27-11-2018
158,Wonderla Holidays Limited,30-Sep-2020,56532438,39444948,    69.77,17087490,0,     0.00,     0.00,,863933,56532381,0,0,0,1.53,23-Nov-2020 11:30:30,,
159,Agarwal Industrial Corporation Limited,30-Sep-2020,10258747,6086392,    59.33,4172355,0,     0.00,     0.00,,413374,10248342,0,0,0,4.03,23-Nov-2020 11:30:30,,
160,Hatsun Agro Product Limited,30-Sep-2020,161678826,119119992,    73.68,42558834,0,     0.00,     0.00,,4080558,160293318,0,0,0,2.55,23-Nov-2020 11:30:30,30-Sep-2020,31-07-2020
161,Caplin Point Laboratories Limited,30-Sep-2020,75642750,52214192,    69.03,23428558,0,     0.00,     0.00,,1356012,73295190,0,0,0,1.85,23-Nov-2020 11:30:30,,
162,GOCL Corporation Limited,30-Sep-2020,49572490,36600791,    73.83,12971699,0,     0.00,     0.00,,614417,49193470,0,0,0,1.25,23-Nov-2020 11:30:30,,
163,Gulf Oil Lubricants India Limited,30-Sep-2020,50177106,36219224,    72.18,13957882,0,     0.00,     0.00,,138774,49530784,0,0,0,0.28,23-Nov-2020 11:30:30,,
164,Snowman Logistics Limited,30-Sep-2020,167087995,67254119,    40.25,99833876,0,     0.00,     0.00,,5221630,167087839,0,0,0,3.13,23-Nov-2020 11:30:30,,
165,Sharda Cropchem Limited,30-Sep-2020,90220495,67503833,    74.82,22716662,0,     0.00,     0.00,,132941,90220443,0,0,0,0.15,23-Nov-2020 11:30:30,,
166,Superhouse Limited,30-Sep-2020,11025000,6050874,    54.88,4974126,0,     0.00,     0.00,,100314,10003463,0,0,0,1,23-Nov-2020 11:30:30,,
167,Shemaroo Entertainment Limited,30-Sep-2020,27182239,17906920,    65.88,9275319,0,     0.00,     0.00,,692055,27131602,0,0,0,2.55,23-Nov-2020 11:30:30,,
168,Cigniti Technologies Limited,30-Sep-2020,27857509,10430572,    37.44,17426937,0,     0.00,     0.00,,3088534,27824129,0,0,0,11.1,23-Nov-2020 11:30:30,,29-11-2016
169,PDS Multinational Fashions Limited,30-Sep-2020,26046724,17359886,    66.65,8686838,0,     0.00,     0.00,,1688438,25878847,0,0,0,6.52,23-Nov-2020 11:30:30,,
170,Monte Carlo Fashions Limited,30-Sep-2020,20732064,14138677,    68.20,6593387,0,     0.00,     0.00,,393249,20725261,0,0,0,1.9,23-Nov-2020 11:30:30,,
171,Dhunseri Tea & Industries Limited,30-Sep-2020,7004951,4790636,    68.39,2214315,0,     0.00,     0.00,,58057,6958303,0,0,0,0.83,23-Nov-2020 11:30:30,,
172,Camlin Fine Sciences Limited,30-Sep-2020,121284746,27570456,    22.73,93714290,0,     0.00,     0.00,,7313602,119800536,0,0,0,6.1,23-Nov-2020 11:30:30,,22-02-2018
173,Apollo Sindoori Hotels Limited,30-Sep-2020,2600400,1681882,    64.68,918518,0,     0.00,     0.00,,21978,2460888,0,0,0,0.89,23-Nov-2020 11:30:30,,24-06-2019
174,Lambodhara Textiles Limited,30-Sep-2020,9577600,6738884,    70.36,2838716,2982506,    44.26,    31.14,,3126541,9418600,0,0,0,33.2,23-Nov-2020 11:30:30,,29-06-2017
175,Genus Paper & Boards Limited,30-Sep-2020,257125940,129811956,    50.49,127313984,3300000,     2.54,     1.28,,1420092,254412502,0,0,0,0.56,23-Nov-2020 11:30:30,,07-04-2015
176,Mold-Tek Packaging Limited,30-Sep-2020,27732717,9638650,    34.76,18094067,314650,     3.26,     1.13,,789209,27621967,0,0,0,2.86,23-Nov-2020 11:30:30,,27-04-2020
177,Vishnu Chemicals Limited,30-Sep-2020,11946020,8959506,    75.00,2986514,3699687,    41.29,    30.97,,3855350,11752086,0,0,0,32.81,23-Nov-2020 11:30:30,,23-06-2016
178,Ganesha Ecosphere Limited,30-Sep-2020,21829397,8930041,    40.91,12899356,0,     0.00,     0.00,,532235,21338348,0,0,0,2.49,23-Nov-2020 11:30:30,,27-11-2015
179,Menon Bearings Limited,30-Sep-2020,56040000,39872996,    71.15,16167004,3800000,     9.53,     6.78,,4165332,53035426,0,0,0,7.85,23-Nov-2020 11:30:30,,28-02-2020
180,Hester Biosciences Limited,30-Sep-2020,8506865,4570944,    53.73,3935921,0,     0.00,     0.00,,204201,8166913,0,0,0,2.5,23-Nov-2020 11:30:30,,
181,Manaksia Coated Metals & Industries Limited,30-Sep-2020,65534050,44044440,    67.21,21489610,0,     0.00,     0.00,,1659477,65532958,0,0,0,2.53,23-Nov-2020 11:30:30,,
182,Bkm Industries Limited,30-Sep-2020,65534050,34652535,    52.88,30881515,12300000,    35.50,    18.77,,13353023,65533020,0,0,0,20.38,23-Nov-2020 11:30:30,,31-12-2018
183,Zen Technologies Limited,30-Sep-2020,79510000,46355000,    58.30,33155000,0,     0.00,     0.00,,3664781,76967760,0,0,0,4.76,23-Nov-2020 11:30:30,,29-11-2016
184,Imagicaaworld Entertainment Limited,30-Sep-2020,88062123,27370127,    31.08,60691996,16800000,    61.38,    19.08,,18969957,88061121,0,0,0,21.54,23-Nov-2020 11:30:30,,31-03-2016
185,Inox Wind Limited,30-Sep-2020,221918226,166438669,    75.00,55479557,0,     0.00,     0.00,,8073018,221918225,0,0,0,3.64,23-Nov-2020 11:30:30,,
186,Lakshmi Finance & Industrial Corporation Limited,30-Sep-2020,3000000,1410102,    47.00,1589898,0,     0.00,     0.00,,6449,2263523,0,0,0,0.28,23-Nov-2020 11:30:30,,
187,V-Mart Retail Limited,30-Sep-2020,18173586,9232279,    50.80,8941307,25000,     0.27,     0.14,,70533,18173484,0,0,0,0.39,23-Nov-2020 11:30:30,30-Sep-2020,20-10-2020
188,Nakoda Limited,30-Sep-2017,300000000,136849600,    45.62,163150400,6218400,     4.54,     2.07,,11482988,296046043,0,0,0,3.88,23-Nov-2020 11:30:30,,30-09-2014
189,Ankit Metal & Power Limited,30-Sep-2020,141110500,100215000,    71.02,40895500,100215000,   100.00,    71.02,,101059457,141108559,0,0,0,71.62,23-Nov-2020 11:30:30,,28-12-2016
190,Mohit Industries Limited,30-Sep-2020,14157575,7418167,    52.40,6739408,0,     0.00,     0.00,,109601,14142015,0,0,0,0.78,23-Nov-2020 11:30:30,,
191,Repco Home Finance Limited,30-Sep-2020,62561362,23230606,    37.13,39330756,0,     0.00,     0.00,,904274,62561090,0,0,0,1.45,23-Nov-2020 11:30:30,,
192,NRB Industrial Bearings Limited,30-Sep-2020,24230650,17765749,    73.32,6464901,0,     0.00,     0.00,,109055,24125671,0,0,0,0.45,23-Nov-2020 11:30:30,,
193,Gujarat Sidhee Cement Limited,30-Sep-2020,88108870,61970201,    70.33,26138669,0,     0.00,     0.00,,1662962,87647862,0,0,0,1.9,23-Nov-2020 11:30:30,,18-11-2014
194,Vimal Oil & Foods Limited,30-Sep-2020,15020000,10892500,    72.52,4127500,6081400,    55.83,    40.49,,6094644,14724475,0,0,0,41.39,23-Nov-2020 11:30:30,,09-02-2016
195,Visagar Polytex Limited,30-Sep-2020,292700534,73539192,    25.12,219161342,13800000,    18.77,     4.71,,15743335,292136028,0,0,0,5.39,23-Nov-2020 11:30:30,,15-10-2018
196,Just Dial Limited,30-Sep-2020,61766871,21173669,    34.28,40593202,344720,     1.63,     0.56,,1786501,61853203,0,0,0,2.89,23-Nov-2020 11:30:30,,30-10-2018
197,Cerebra Integrated Technologies Limited,30-Sep-2020,121186482,8603219,     7.10,112583263,0,     0.00,     0.00,,9613051,114021168,0,0,0,8.43,23-Nov-2020 11:30:30,,15-04-2019
198,Future Consumer Limited,30-Sep-2020,1921109680,750529152,    39.07,1170580528,672085610,    89.55,    34.98,,742147497,1920959360,0,0,0,38.63,23-Nov-2020 11:30:30,30-Sep-2020,31-01-2019
199,Orient Cement Limited,30-Sep-2020,204868760,76549922,    37.37,128318838,14845000,    19.39,     7.25,,17962494,203784275,0,0,0,8.81,23-Nov-2020 11:30:30,,31-03-2020
200,Aditya Birla Fashion and Retail Limited,30-Sep-2020,864244451,521219027,    60.31,343025424,0,     0.00,     0.00,,6393183,765268678,0,0,0,0.84,23-Nov-2020 11:30:30,,29-06-2017
201,Indiabulls Housing Finance Limited,30-Sep-2020,462348902,117812312,    25.48,344536590,0,     0.00,     0.00,,29451736,462341106,0,0,0,6.37,23-Nov-2020 11:30:30,,25-10-2018
202,Integra Garments and Textiles Limited,30-Sep-2020,36332349,23090657,    63.55,13241692,0,     0.00,     0.00,,132196,35951287,0,0,0,0.37,23-Nov-2020 11:30:30,,
203,Neueon Towers Limited,30-Sep-2020,56544552,21074443,    37.27,35470109,21073086,    99.99,    37.27,,20997011,56227595,0,0,0,37.34,23-Nov-2020 11:30:30,,28-05-2014
204,Tijaria Polypipes Limited,30-Sep-2020,28626579,18626172,    65.07,10000407,7087974,    38.05,    24.76,,7574325,28626559,0,0,0,26.46,23-Nov-2020 11:30:29,,27-04-2017
205,Paisalo Digital Limited,30-Sep-2020,42292199,28560572,    67.53,13731627,0,     0.00,     0.00,,388236,42288193,0,0,0,0.92,23-Nov-2020 11:30:29,,
206,Onelife Capital Advisors Limited,30-Sep-2020,13360000,9960000,    74.55,3400000,0,     0.00,     0.00,,206683,13359998,0,0,0,1.55,23-Nov-2020 11:30:29,,20-01-2015
207,Flexituff Ventures International Limited,30-Sep-2020,24882806,8181603,    32.88,16701203,8181603,   100.00,    32.88,,13112295,23756991,0,0,0,55.19,23-Nov-2020 11:30:29,,
208,Ujaas Energy Limited,30-Sep-2020,200290000,71776400,    35.84,128513600,0,     0.00,     0.00,,6129018,200289880,0,0,0,3.06,23-Nov-2020 11:30:29,,21-10-2013
209,Shakti Pumps (India) Limited,30-Sep-2020,18380156,9964194,    54.21,8415962,0,     0.00,     0.00,,343564,18343548,0,0,0,1.87,23-Nov-2020 11:30:29,,30-04-2015
210,Triveni Turbine Limited,30-Sep-2020,323305484,219142811,    67.78,104162673,0,     0.00,     0.00,,651081,323218649,0,0,0,0.2,23-Nov-2020 11:30:29,,25-07-2019
211,Indo Thai Securities Limited,30-Sep-2020,10000000,7089047,    70.89,2910953,0,     0.00,     0.00,,67164,9999985,0,0,0,0.67,23-Nov-2020 11:30:29,,
212,Essar Shipping Limited,30-Sep-2020,206976072,153920826,    74.37,53055246,21041698,    13.67,    10.17,,4372220,204752412,0,0,0,2.14,23-Nov-2020 11:30:29,30-Sep-2020,27-10-2016
213,Sezal Glass Limited,30-Sep-2020,33550000,16948783,    50.52,16601217,4550000,    26.85,    13.56,,4698082,33237545,0,0,0,14.13,23-Nov-2020 11:30:29,,
214,Dynacons Systems & Solutions Limited,30-Sep-2020,9173080,4234984,    46.17,4938096,0,     0.00,     0.00,,174223,9133940,0,0,0,1.91,23-Nov-2020 11:30:29,,
215,Jain Irrigation Systems Limited,30-Sep-2020,19294304,5859773,    30.37,13434531,,,,,770446,19180697,0,0,0,4.02,23-Nov-2020 11:30:29,,31-12-2018
216,Poly Medicure Limited,30-Sep-2020,88246980,43028552,    48.76,45218428,0,     0.00,     0.00,,4740579,87946504,0,0,0,5.39,23-Nov-2020 11:30:29,,
217,Rupa & Company Limited,30-Sep-2020,79524560,58275545,    73.28,21249015,0,     0.00,     0.00,,437634,79307145,0,0,0,0.55,23-Nov-2020 11:30:29,,
218,Sharon Bio-Medicine Limited,30-Sep-2020,118935700,38685070,    32.53,80250630,0,     0.00,     0.00,,,,0,0,0,,23-Nov-2020 11:30:29,,30-01-2017
219,Vikas EcoTech Limited,30-Sep-2020,279899675,89205505,    31.87,190694170,0,     0.00,     0.00,,14001369,277445284,0,0,0,5.05,23-Nov-2020 11:30:29,,30-09-2019
220,APL Apollo Tubes Limited,30-Sep-2020,24925379,9850387,    39.52,15074992,76000,     0.77,     0.30,,965303,24937448,0,0,0,3.87,23-Nov-2020 11:30:29,30-Sep-2020,16-10-2020
221,Kanani Industries Limited,30-Sep-2020,98934000,74034840,    74.83,24899160,0,     0.00,     0.00,,51284,98887800,0,0,0,0.05,23-Nov-2020 11:30:29,,
222,Thomas Scott (India) Limited,30-Sep-2020,3390000,2306195,    68.03,1083805,0,     0.00,     0.00,,8557,3332132,0,0,0,0.26,23-Nov-2020 11:30:29,,
223,Jaihind Projects Limited,31-Dec-2019,9757443,4439518,    45.50,5317925,4436318,    99.93,    45.47,,4500195,9441693,0,0,0,47.66,23-Nov-2020 11:30:29,,29-07-2015
224,DB (International) Stock Brokers Limited,30-Sep-2020,35000000,10505000,    30.01,24495000,0,     0.00,     0.00,,33991,34981500,0,0,0,0.1,23-Nov-2020 11:30:29,,
225,Compucom Software Limited,30-Sep-2020,79125188,58737336,    74.23,20387852,0,     0.00,     0.00,,399477,78707348,0,0,0,0.51,23-Nov-2020 11:30:29,,
226,Orient Refractories Limited,30-Sep-2020,120139200,79877771,    66.49,40261429,0,     0.00,     0.00,,1124252,118842751,0,0,0,0.95,23-Nov-2020 11:30:29,,
227,Schneider Electric Infrastructure Limited,30-Sep-2020,239104035,179328026,    75.00,59776009,0,     0.00,     0.00,,2715170,237222403,0,0,0,1.14,23-Nov-2020 11:30:29,,
228,Nandan Denim Limited,30-Sep-2020,48049056,31102147,    64.73,16946909,0,     0.00,     0.00,,1537975,48038724,0,0,0,3.2,23-Nov-2020 11:30:29,,30-01-2017
229,Provogue (India) Limited,30-Sep-2019,233381827,47028760,    20.15,186353067,,,,,663790,233323840,0,0,0,0.28,23-Nov-2020 11:30:29,,30-04-2015
230,Nagarjuna Oil Refinery Limited,31-Mar-2019,428181821,171719642,    40.10,256462179,105781889,    61.60,    24.70,,104040285,393229585,0,0,0,26.46,23-Nov-2020 11:30:29,,
231,NBCC (India) Limited,30-Sep-2020,1800000000,1111579093,    61.75,688420907,0,     0.00,     0.00,,61042305,1799983167,0,0,0,3.39,23-Nov-2020 11:30:29,,
232,MT Educare Limited,30-Sep-2020,72228054,54213721,    75.06,18014333,32668416,    60.26,    45.23,,33130024,72188156,0,0,0,45.89,23-Nov-2020 11:30:29,,28-11-2016
233,Hexa Tradex Limited,30-Sep-2020,55244704,31967817,    57.87,23276887,0,     0.00,     0.00,,396165,54456146,0,0,0,0.73,23-Nov-2020 11:30:29,,08-04-2014
234,Vardhman Special Steels Limited,30-Sep-2020,40394502,23968591,    59.34,16425911,0,     0.00,     0.00,,656187,40207094,0,0,0,1.63,23-Nov-2020 11:30:29,,
235,Chromatic India Limited,30-Sep-2020,71046100,9173305,    12.91,61872795,0,     0.00,     0.00,,829860,70790005,0,0,0,1.17,23-Nov-2020 11:30:29,,22-01-2014
236,Swan Energy Limited,30-Sep-2020,244257000,158500000,    64.89,85757000,25321385,    15.98,    10.37,,35556097,243264600,0,0,0,14.62,23-Nov-2020 11:30:29,,29-05-2017
237,Speciality Restaurants Limited,30-Sep-2020,46957657,24040057,    51.20,22917600,0,     0.00,     0.00,,973857,46957606,0,0,0,2.07,23-Nov-2020 11:30:29,,
238,Eon Electric Limited,30-Sep-2020,16902466,10437123,    61.75,6465343,4098030,    39.26,    24.25,,1869928,16308312,0,0,0,11.47,23-Nov-2020 11:30:29,,09-05-2018
239,Cineline India Limited,30-Sep-2020,28000000,19680916,    70.29,8319084,0,     0.00,     0.00,,322188,27999848,0,0,0,1.15,23-Nov-2020 11:30:29,,30-06-2016
240,Resurgere Mines & Minerals Limited,31-Dec-2016,198874644,37565551,    18.89,161309093,3000000,     7.99,     1.51,,3923281,198087350,0,0,0,1.98,23-Nov-2020 11:30:29,,
241,JVL Agro Industries Limited,30-Sep-2020,167940000,92786025,    55.25,75153975,36140430,    38.95,    21.52,,36704657,166173880,0,0,0,22.09,23-Nov-2020 11:30:29,,11-07-2018
242,V.S.T Tillers Tractors Limited,30-Sep-2020,8639528,4731790,    54.77,3907738,0,     0.00,     0.00,,149017,8518918,0,0,0,1.75,23-Nov-2020 11:30:29,,
243,Ester Industries Limited,30-Sep-2020,83393759,51248203,    61.45,32145556,5000000,     9.76,     6.00,,7016539,82425702,0,0,0,8.51,23-Nov-2020 11:30:29,,15-05-2018
244,DQ Entertainment (International) Limited,30-Sep-2020,79283000,59462177,    75.00,19820823,59461972,   100.00,    75.00,,59986870,79154373,0,0,0,75.78,23-Nov-2020 11:30:29,,31-12-2014
245,EBIXCASH WORLD MONEY INDIA LIMITED,30-Sep-2020,11127890,10008200,    89.94,1119690,0,     0.00,     0.00,,29617,10881109,0,0,0,0.27,23-Nov-2020 11:30:29,,
246,Karma Energy Limited,30-Sep-2020,11569918,8643046,    74.70,2926872,0,     0.00,     0.00,,211331,11327445,0,0,0,1.87,23-Nov-2020 11:30:29,,
247, Ashiana Housing Limited,30-Sep-2020,102352099,62658716,    61.22,39693383,0,     0.00,     0.00,,1180139,99740833,0,0,0,1.18,23-Nov-2020 11:30:29,,
248,Dhanuka Agritech Limited,30-Sep-2020,47578324,35683267,    75.00,11895057,1209000,     3.39,     2.54,,1450681,46215112,0,0,0,3.14,23-Nov-2020 11:30:29,,31-07-2019
249,Maithan Alloys Limited,30-Sep-2020,29111550,21829366,    74.99,7282184,0,     0.00,     0.00,,548287,29046485,0,0,0,1.89,23-Nov-2020 11:30:29,,
250,Rushil Decor Limited,30-Sep-2020,14931332,7949743,    53.24,6981589,1985925,    24.98,    13.30,,3509787,14931327,0,0,0,23.51,23-Nov-2020 11:30:29,,28-04-2018
251,Bharatiya Global Infomedia Limited,30-Sep-2020,15843110,7735778,    48.83,8107332,5059335,    65.40,    31.93,,140055,15131359,0,0,0,0.93,23-Nov-2020 11:30:29,,30-03-2017
252,Inventure Growth & Securities Limited,30-Sep-2020,84000000,23175439,    27.59,60824561,0,     0.00,     0.00,,882620,84000000,0,0,0,1.05,23-Nov-2020 11:30:29,,
253,Elgi Rubber Company Limited,30-Sep-2020,50050000,32489587,    64.91,17560413,0,     0.00,     0.00,,144235,48996253,0,0,0,0.29,23-Nov-2020 11:30:29,,
254,L&T Finance Holdings Limited,30-Sep-2020,2006532602,1277520203,    63.67,729012399,0,     0.00,     0.00,,33601546,2006974374,0,0,0,1.67,23-Nov-2020 11:30:29,,
255,Windsor Machines Limited,30-Sep-2020,64931800,38000012,    58.52,26931788,19479539,    51.26,    30.00,,21980401,64107183,0,0,0,34.29,23-Nov-2020 11:30:29,,17-12-2014
256,Indiabulls Integrated Services Limited,30-Sep-2020,89325569,38633988,    43.25,50691581,0,     0.00,     0.00,,2487893,89310149,0,0,0,2.79,23-Nov-2020 11:30:29,,
257,Bodal Chemicals Limited,30-Sep-2020,122330165,71315662,    58.30,51014503,0,     0.00,     0.00,,8369764,121717106,0,0,0,6.88,23-Nov-2020 11:30:29,,26-09-2016
258,Gayatri Projects Limited,30-Sep-2020,187198685,84568607,    45.18,102630078,82272707,    97.29,    43.95,,91847027,187198465,0,0,0,49.06,23-Nov-2020 11:30:29,30-Sep-2020,27-10-2020
259,Winsome Yarns Limited,30-Sep-2020,70707229,27339609,    38.67,43367620,25979609,    95.03,    36.74,,26066120,69929482,0,0,0,37.27,23-Nov-2020 11:30:29,,
260,Tree House Education & Accessories Limited,30-Sep-2020,42310724,8690069,    20.54,33620655,8642169,    99.45,    20.43,,10376141,42300720,0,0,0,24.53,23-Nov-2020 11:30:29,,30-03-2015
261,Asahi Songwon Colors Limited,30-Sep-2020,12272262,8171307,    66.58,4100955,0,     0.00,     0.00,,189237,12270163,0,0,0,1.54,23-Nov-2020 11:30:29,,
262,Filatex India Limited,30-Sep-2020,220818000,133529211,    60.47,87288789,48741500,    36.50,    22.07,,53887504,220392900,0,0,0,24.45,23-Nov-2020 11:30:29,,28-05-2019
263,Brooks Laboratories Limited,30-Sep-2020,24702812,16406249,    66.41,8296563,0,     0.00,     0.00,,1169109,24700812,0,0,0,4.73,23-Nov-2020 11:30:29,,
264,TD Power Systems Limited,30-Sep-2020,30933414,18504602,    59.82,12428812,0,     0.00,     0.00,,337582,30933412,0,0,0,1.09,23-Nov-2020 11:30:29,,
265,Techindia Nirman Limited,30-Sep-2020,14326000,4860313,    33.93,9465687,0,     0.00,     0.00,,315178,13429911,0,0,0,2.35,23-Nov-2020 11:30:29,,
266,SRS Limited,31-Mar-2020,278582026,34573218,    12.41,244008808,15100000,    43.68,     5.42,,18192415,278541848,0,0,0,6.53,23-Nov-2020 11:30:29,,31-05-2017
267,Alembic Pharmaceuticals Limited,30-Sep-2020,196563124,137145948,    69.77,59417176,0,     0.00,     0.00,,1843559,194777513,0,0,0,0.95,23-Nov-2020 11:30:29,,
268,Vaswani Industries Limited,30-Sep-2020,30000000,17500000,    58.33,12500000,0,     0.00,     0.00,,408196,29999980,0,0,0,1.36,23-Nov-2020 11:30:29,,
269,PG Electroplast Limited,30-Sep-2020,19528916,13577681,    69.53,5951235,0,     0.00,     0.00,,1942807,19528915,0,0,0,9.95,23-Nov-2020 11:30:29,,
270,Panama Petrochem Limited,30-Sep-2020,60493598,47124856,    77.90,13368742,0,     0.00,     0.00,,784541,59892133,0,0,0,1.31,23-Nov-2020 11:30:29,,
